(*i).x    (*i).y    (*i).heading(*(i+1))    deg    (*i).yaw    deg-(*i).yaw
6922    2885    5.55363    318.2    8.8    129.4
6846    2970    5.54071    317.459    8.9    128.559
6768    3055    5.54713    317.827    9.2    128.627
6691    3140    5.54713    317.827    9.2    128.627
6614    3225    5.54713    317.827    9.2    128.627
6537    3310    5.54071    317.459    9.3    128.159
6459    3395    5.54594    317.759    9.2    128.559
6380    3482    5.53968    317.4    9.2    128.2
6300    3569    5.54019    317.429    9.6    127.829
6221    3655    5.55944    318.532    9.3    129.232
6145    3741    5.53527    317.148    8.5    128.648
6068    3824    5.55433    318.24    9.1    129.14
5993    3908    5.54178    317.521    9.1    128.421
5917    3991    5.55433    318.24    8.9    129.34
5842    4075    5.54775    317.862    9.1    128.762
5766    4159    5.53436    317.095    9    128.095
5687    4244    5.54124    317.49    9.7    127.79
5610    4328    5.55433    318.24    8.7    129.54
5535    4412    5.54838    317.899    8.1    129.799
5460    4495    5.55363    318.2    9.5    128.7
5384    4580    5.54124    317.49    8.9    128.59
5307    4664    5.54713    317.827    8.9    128.927
5230    4749    5.54775    317.862    9.6    128.262
5154    4833    5.54178    317.521    9.1    128.421
5078    4916    5.54838    317.899    9.2    128.699
5003    4999    5.54838    317.899    8.7    129.199
4928    5082    5.54481    317.694    9.1    128.594
4847    5171    5.55433    318.24    9    129.24
4772    5255    5.54775    317.862    9.2    128.662
4696    5339    5.54713    317.827    9    128.827
4619    5424    5.54713    317.827    9    128.827
4542    5509    5.54071    317.459    9.2    128.259
4464    5594    5.55228    318.122    8.8    129.322
4386    5681    5.53968    317.4    9.4    128
4306    5768    5.55228    318.122    9.2    128.922
4228    5855    5.54019    317.429    8.6    128.829
4149    5941    5.55295    318.16    9    129.16
4072    6027    5.55796    318.447    8.6    129.847
3994    6115    5.53968    317.4    8.9    128.5
3914    6202    5.54537    317.726    9.6    128.126
3834    6290    5.54019    317.429    9.2    128.229
3755    6376    5.54594    317.759    9.3    128.459
3676    6463    5.53968    317.4    9.7    127.7
3596    6550    5.53968    317.4    9.2    128.2
3516    6637    5.54537    317.726    10    127.726
3436    6725    5.55724    318.406    8.7    129.706
3357    6814    5.55295    318.16    8.4    129.76
3280    6900    5.54537    317.726    9.1    128.626
3200    6988    5.54594    317.759    9.2    128.559
3121    7075    5.55724    318.406    9.1    129.306
3042    7164    5.54713    317.827    8.9    128.927
2965    7249    5.54071    317.459    9.6    127.859
2887    7334    5.55228    318.122    9    129.122
2809    7421    5.54071    317.459    8.8    128.659
2731    7506    5.55295    318.16    9    129.16
2654    7592    5.54124    317.49    9.5    127.99
2577    7676    5.54071    317.459    9.4    128.059
2499    7761    5.55295    318.16    9    129.16
2422    7847    5.54713    317.827    9.2    128.627
2345    7932    5.54775    317.862    9.6    128.262
2269    8016    5.54653    317.793    9.3    128.493
2191    8102    5.54019    317.429    9    128.429
2112    8188    5.53918    317.372    8.9    128.472
2031    8276    5.55037    318.013    9.7    128.313
1950    8366    5.54124    317.49    8.6    128.89
1873    8450    5.54071    317.459    10    127.459
1795    8535    5.54838    317.899    9.3    128.599
1720    8618    5.54594    317.759    8.7    129.059
1641    8705    5.55869    318.489    7.9    130.589
1564    8792    5.55228    318.122    8.9    129.222
1486    8879    5.54071    317.459    8.7    128.759
1408    8964    5.55295    318.16    9.4    128.76
1331    9050    5.54019    317.429    8.6    128.829
1252    9136    5.30985    304.232    9.3    114.932
1155    9202    4.54135    260.2    46    34.2002
1045    9183    3.9523    226.45    82.8    36.3498
964    9106    3.37996    193.658    116.9    103.242
938    8999    2.89263    165.735    149.5    163.765
968    8881    2.80614    160.78    165.4    175.38
1006    8772    2.80087    160.478    166.4    174.078
1045    8662    2.78988    159.848    166.6    173.248
1085    8553    2.79505    160.145    167    173.145
1124    8445    2.78904    159.8    166.9    172.9
1163    8339    2.78282    159.444    167.1    172.344
1202    8235    2.7886    159.775    167.4    172.375
1244    8121    2.79067    159.894    167.3    172.594
1285    8009    2.77798    159.167    167.6    171.567
1328    7896    2.78573    159.611    167.4    172.211
1370    7783    2.78482    159.558    167.3    172.258
1411    7673    2.78988    159.848    167.3    172.548
1451    7564    2.79505    160.145    167    173.145
1490    7456    2.78385    159.503    167.4    172.103
1530    7349    2.78385    159.503    167.4    172.103
1570    7242    2.78988    159.848    167.3    172.548
1610    7133    2.79505    160.145    167.2    172.945
1649    7025    2.78482    159.558    167    172.558
1690    6915    2.78182    159.386    167.5    171.886
1731    6806    2.78482    159.558    167.6    171.958
1772    6696    2.79353    160.058    167.4    172.658
1813    6583    2.78904    159.8    167    172.8
1852    6477    2.78777    159.727    167.4    172.327
1893    6366    2.7707    158.749    167.5    171.249
1935    6258    2.79282    160.017    167.9    172.117
1975    6148    2.78482    159.558    167.3    172.258
2016    6038    2.77502    158.997    167.5    171.497
