(*i).x    (*i).y    (*i).heading(*(i+1))    deg    (*i).yaw    deg-(*i).yaw
6865    1778    1.3633    78.1113    249.1    9.01134
6979    1802    1.37    78.4952    248.7    9.79518
7092    1825    1.3597    77.9052    248.6    9.30524
7204    1849    1.37    78.4952    248.7    9.79518
7317    1872    1.3734    78.6901    248.1    10.5901
7432    1895    1.36202    78.0379    248.8    9.23795
7550    1920    1.36202    78.0379    249.4    8.63795
7668    1945    1.35853    77.8378    248.6    9.2378
7784    1970    1.35853    77.8378    249.4    8.4378
7900    1995    1.36029    77.9387    249    8.93869
8017    2020    1.36029    77.9387    248.6    9.33869
8134    2045    1.37014    78.5034    248.4    10.1034
8252    2069    1.36372    78.1356    248.8    9.33561
8371    2094    1.35853    77.8378    249    8.8378
8487    2119    1.36029    77.9387    249.3    8.63869
8604    2144    1.36678    78.3106    249.2    9.11063
8720    2168    1.3734    78.6901    248.1    10.5901
8835    2191    1.36678    78.3106    248.7    9.61063
8951    2215    1.36029    77.9387    248.9    9.03869
9068    2240    1.3734    78.6901    248.8    9.89007
9183    2263    1.35853    77.8378    248.6    9.2378
9299    2288    1.35674    77.7352    249.4    8.33523
9414    2313    1.36505    78.2118    249    9.21182
9529    2337    1.35853    77.8378    248.8    9.0378
9645    2362    1.36505    78.2118    248.9    9.31182
9760    2386    1.3633    78.1113    249    9.11134
9874    2410    1.35492    77.6309    248.7    8.93094
9988    2435    1.36678    78.3106    248.9    9.41063
10104    2459    1.3633    78.1113    248.7    9.41134
10218    2483    1.36152    78.0092    249    9.00917
10331    2507    1.3597    77.9052    248.9    9.00524
10443    2531    1.37    78.4952    248.8    9.69518
10556    2554    1.3633    78.1113    248.7    9.41134
10670    2578    1.35492    77.6309    249    8.63094
10784    2603    1.37014    78.5034    248.8    9.70344
10902    2627    1.36029    77.9387    249    8.93869
11019    2652    1.36202    78.0379    249    9.03795
11137    2677    1.36029    77.9387    248.7    9.23869
11254    2702    1.36847    78.4078    248.7    9.70782
11371    2726    1.35853    77.8378    248.7    9.1378
11487    2751    1.36678    78.3106    248.9    9.41063
11603    2775    1.36029    77.9387    248.8    9.13869
11720    2800    1.35853    77.8378    249.1    8.7378
11836    2825    1.36678    78.3106    248.5    9.81063
11952    2849    1.36505    78.2118    248.7    9.51182
12067    2873    1.36678    78.3106    248.9    9.41063
12183    2897    1.36505    78.2118    248.8    9.41182
12298    2921    1.35674    77.7352    248.9    8.83523
12413    2946    1.36505    78.2118    248.9    9.31182
12528    2970    1.36029    77.9387    248.7    9.23869
12645    2995    1.36202    78.0379    248.8    9.23795
12763    3020    1.36847    78.4078    248.8    9.60782
12880    3044    1.35853    77.8378    248.8    9.0378
12996    3069    1.36678    78.3106    249    9.31063
13112    3093    1.35853    77.8378    248.8    9.0378
13228    3118    1.36847    78.4078    248.7    9.70782
13345    3142    1.35853    77.8378    248.9    8.9378
13461    3167    1.36678    78.3106    248.7    9.61063
13577    3191    1.36678    78.3106    248.7    9.61063
13693    3215    1.35853    77.8378    248.8    9.0378
13809    3240    1.36678    78.3106    248.9    9.41063
13925    3264    1.36505    78.2118    248.8    9.41182
14040    3288    1.36152    78.0092    248.8    9.20917
14153    3312    1.36152    78.0092    248.7    9.30917
14266    3336    1.35786    77.7995    248.8    8.99953
14377    3360    1.35598    77.692    249.4    8.29198
14487    3384    1.36826    78.3952    248.8    9.59524
14599    3407    1.3597    77.9052    248.8    9.10524
14711    3431    1.91502    109.722    247.4    42.3223
14817    3393    2.70129    154.772    192    142.772
14866    3289    3.15945    181.023    157    155.977
14864    3177    3.78509    216.87    128.5    91.6301
14798    3089    4.39899    252.044    93.5    21.4562
14690    3054    4.64233    265.986    62    23.9858
14576    3046    4.59785    263.437    61.8    21.6373
14463    3033    4.54588    260.46    65.6    14.8596
14344    3013    4.52806    259.439    67.2    12.239
14226    2991    4.50665    258.212    68.6    9.61182
14111    2967    4.49833    257.735    69.1    8.63523
13996    2942    4.49651    257.631    69.4    8.23094
13882    2917    4.49277    257.417    69.3    8.11704
13770    2892    4.50311    258.009    69.3    8.70917
13657    2868    4.49945    257.8    69.2    8.59953
13546    2844    4.50361    258.038    69.1    8.93795
13428    2819    4.50012    257.838    69    8.8378
13312    2794    4.51007    258.408    68.9    9.50782
13195    2770    4.49372    257.471    69.2    8.27119
13078    2744    4.51174    258.503    68.9    9.60344
12960    2720    4.5013    257.905    68.6    9.30524
12848    2696    4.5013    257.905    69.2    8.70524
12736    2672    4.49945    257.8    69.3    8.49953
12625    2648    4.49757    257.692    68.8    8.89198
12515    2624    4.51159    258.495    69    9.49518
12402    2601    4.49004    257.26    69.2    8.06035
12287    2575    4.5013    257.905    69.2    8.70524
12175    2551    4.50985    258.395    68.6    9.79524
12063    2528    4.50807    258.294    68.8    9.49356
11952    2505    4.50985    258.395    69    9.39524
11840    2482    4.49757    257.692    68.9    8.79198
11730    2458    4.50627    258.19    68.8    9.39012
11620    2435    4.50188    257.939    68.9    9.03869
11503    2410    4.50837    258.311    69    9.31063
11387    2386    4.51007    258.408    68.5    9.90782
11270    2362    4.51007    258.408    68.3    10.1078
11153    2338    4.50188    257.939    68.7    9.23869
11036    2313    4.50188    257.939    69.3    8.63869
10919    2288    4.50807    258.294    68.9    9.39356
10808    2265    4.49466    257.525    69    8.52489
10695    2240    4.5013    257.905    69.3    8.60524
10583    2216    4.51159    258.495    69.5    8.99518
10470    2193    4.51665    258.785    68.6    10.1851
10354    2170    4.49833    257.735    68.4    9.33523
10239    2145    4.49277    257.417    69    8.41704
10127    2120    4.50807    258.294    69.6    8.69356
10016    2097    4.5013    257.905    68.9    9.00524
9904    2073    4.50627    258.19    69    9.19012
9794    2050    4.50532    258.136    68.5    9.63561
9675    2025    4.50361    258.038    68.9    9.13795
9557    2000    4.50837    258.311    68.8    9.51063
9441    1976    4.50311    258.009    68.9    9.10917
9328    1952    4.50807    258.294    68.8    9.49356
9217    1929    4.50985    258.395    68.6    9.79524
9105    1906    4.5013    257.905    68.7    9.20524
8993    1882    4.50489    258.111    69.1    9.01134
8879    1858    4.50489    258.111    69.1    9.01134
8765    1834    4.50837    258.311    69.1    9.21063
8649    1810    4.49833    257.735    68.9    8.83523
8534    1785    4.50311    258.009    68.7    9.30917
8421    1761    4.50311    258.009    69    9.00917
8308    1737    4.51499    258.69    68.7    9.99007
8193    1714    4.50361    258.038    68.8    9.23795
8075    1689    4.49757    257.692    69.5    8.19198
7965    1665    4.50807    258.294    68.7    9.59356
7854    1642    4.50627    258.19    69.4    8.79012
7744    1619    4.5013    257.905    68    9.90524
7632    1595    4.51499    258.69    69.2    9.49007
7522    1573    4.50361    258.038    68.1    9.93795
7404    1548    4.51673    258.789    68.8    9.98937
7293    1526    4.50985    258.395    68.7    9.69524
7181    1503    4.49466    257.525    69.3    8.22489
7068    1478    4.50985    258.395    68.8    9.59524
6956    1455    4.49757    257.692    68.9    8.79198
6846    1431    4.50188    257.939    69.1    8.83869
6729    1406    4.50837    258.311    69.2    9.11063
6613    1382    4.50665    258.212    68.7    9.51182
6498    1358    4.50837    258.311    68.8    9.51063
6382    1334    4.49833    257.735    69    8.73523
6267    1309    4.50311    258.009    69.1    8.90917
6154    1285    4.5201    258.983    68.2    10.7829
6041    1263    4.50627    258.19    68.2    9.99012
5931    1240    4.5013    257.905    68.4    9.50524
5819    1216    4.49945    257.8    68.7    9.09953
5708    1192    4.50489    258.111    69.4    8.71134
5594    1168    4.50311    258.009    69.3    8.70917
5481    1144    4.49833    257.735    69.5    8.23523
5366    1119    4.51007    258.408    69.1    9.30782
5249    1095    4.50188    257.939    68.7    9.23869
5132    1070    4.51007    258.408    69    9.40782
5015    1046    4.50837    258.311    68.8    9.51063
4899    1022    4.51007    258.408    68.3    10.1078
4782    998    4.50627    258.19    68.5    9.69012
4672    975    4.50985    258.395    69    9.39524
4560    952    4.5013    257.905    68.8    9.10524
4448    928    4.50489    258.111    68.8    9.31134
4334    904    4.50665    258.212    69.2    9.01182
4219    880    4.50311    258.009    68.8    9.20917
4106    856    4.5013    257.905    69.1    8.80524
3994    832    4.50627    258.19    69.1    9.09012
3884    809    4.51007    258.408    68.4    10.0078
3767    785    4.50361    258.038    68.7    9.33795
3649    760    4.50837    258.311    68.8    9.51063
3533    736    4.51174    258.503    69.2    9.30344
3415    712    4.49651    257.631    69.4    8.23094
3301    687    4.50012    257.838    69.1    8.7378
3185    662    4.37731    250.801    68.6    2.20115
3073    623    3.54306    203.003    99.5    76.4974
3028    517    2.86793    164.32    146    161.68
3060    403    2.22323    127.381    172.6    134.781
3149    335    1.54559    88.5559    220.7    47.8559
3268    338    1.39562    79.9631    246.2    13.7631
3381    358    1.35786    77.7995    248.5    9.29953
3492    382    1.35674    77.7352    249.4    8.33523
3607    407    1.36505    78.2118    248.8    9.41182
3722    431    1.35492    77.6309    249.2    8.43094
3836    456    1.36029    77.9387    249.5    8.43869
3953    481    1.37171    78.5934    248.8    9.79345
4067    504    1.36152    78.0092    248.6    9.40917
4180    528    1.36152    78.0092    249.3    8.70917
4293    552    1.3633    78.1113    248.9    9.21134
4407    576    1.37171    78.5934    248.8    9.79345
4521    599    1.35492    77.6309    248.4    9.23094
4635    624    1.36202    78.0379    249.6    8.43795
4753    649    1.37179    78.5975    248.5    10.0975
4872    673    1.35786    77.7995    249    8.79953
4983    697    1.37    78.4952    248.8    9.69518
5096    720    1.35306    77.5249    248.9    8.62489
5209    745    1.36648    78.2936    249.2    9.09356
5320    768    1.35853    77.8378    248.8    9.0378
5436    793    1.36505    78.2118    248.9    9.31182
5551    817    1.36152    78.0092    248.9    9.10917
5664    841    1.3633    78.1113    248.9    9.21134
5778    865    1.36029    77.9387    249    8.93869
5895    890    1.36372    78.1356    248.7    9.43561
6014    915    1.36029    77.9387    248.9    9.03869
6131    940    1.36847    78.4078    248.9    9.50782
6248    964    1.36029    77.9387    248.9    9.03869
6365    989    1.36847    78.4078    248.8    9.60782
6482    1013    1.36505    78.2118    248.6    9.61182
6597    1037    1.36505    78.2118    248.9    9.31182
6712    1061    1.36152    78.0092    249.1    8.90917
6825    1085    1.37    78.4952    249    9.49518
6938    1108    1.37171    78.5934    248.2    10.3934
7052    1131    1.35674    77.7352    249    8.73523
7167    1156    1.35674    77.7352    249.5    8.23523
7282    1181    1.36505    78.2118    248.9    9.31182
7397    1205    1.36648    78.2936    248.8    9.49356
7508    1228    1.36505    78.2118    249    9.21182
7623    1252    1.3633    78.1113    248.8    9.31134
7737    1276    1.3633    78.1113    248.5    9.61134
7851    1300    1.35306    77.5249    249    8.52489
7964    1325    1.36678    78.3106    248.7    9.61063
8080    1349    1.36847    78.4078    248.1    10.3078
8197    1373    1.36847    78.4078    249.1    9.30782
8314    1397    1.36648    78.2936    248.6    9.69356
8425    1420    1.3633    78.1113    248.9    9.21134
8539    1444    1.3633    78.1113    249    9.11134
8653    1468    1.36152    78.0092    248.7    9.30917
8766    1492    1.35853    77.8378    248.9    8.9378
8882    1517    1.37506    78.7851    248.7    10.0851
8998    1540    1.35853    77.8378    248.8    9.0378
9114    1565    1.36678    78.3106    248.8    9.51063
9230    1589    1.36202    78.0379    248.7    9.33795
9348    1614    1.36678    78.3106    249    9.31063
9464    1638    1.36029    77.9387    249.1    8.83869
9581    1663    1.35853    77.8378    248.7    9.1378
9697    1688    1.36847    78.4078    248.9    9.50782
9814    1712    1.36847    78.4078    248.6    9.80782
9931    1736    1.36029    77.9387    248.9    9.03869
10048    1761    1.36029    77.9387    249    8.93869
10165    1786    1.36029    77.9387    249    8.93869
10282    1811    1.36029    77.9387    249    8.93869
10399    1836    1.36202    78.0379    249    9.03795
10517    1861    1.36372    78.1356    248.8    9.33561
10636    1886    1.35569    77.6753    249    8.67527
10755    1912    1.36202    78.0379    249.2    8.83795
10873    1937    1.37014    78.5034    248.7    9.80344
10991    1961    1.37014    78.5034    248.2    10.3034
11109    1985    1.36202    78.0379    249.1    8.93795
11227    2010    1.36029    77.9387    248.9    9.03869
11344    2035    1.36029    77.9387    249    8.93869
11461    2060    1.36847    78.4078    248.7    9.70782
11578    2084    1.35853    77.8378    248.6    9.2378
11694    2109    1.36505    78.2118    248.8    9.41182
11809    2133    1.36678    78.3106    248.9    9.41063
11925    2157    1.35853    77.8378    248.8    9.0378
12041    2182    1.36202    78.0379    248.8    9.23795
12159    2207    1.35569    77.6753    249    8.67527
12278    2233    1.37179    78.5975    248.7    9.89751
12397    2257    1.36467    78.1901    249    9.19012
12507    2280    1.35786    77.7995    248.3    9.49953
12618    2304    1.35786    77.7995    249    8.79953
12729    2328    1.36826    78.3952    248.7    9.69524
12841    2351    1.36029    77.9387    249.2    8.73869
12958    2376    1.35674    77.7352    248.9    8.83523
13073    2401    1.3633    78.1113    249    9.11134
13187    2425    1.36152    78.0092    248.8    9.20917
13300    2449    1.36152    78.0092    248.5    9.50917
13413    2473    1.3633    78.1113    248.7    9.41134
13527    2497    1.36678    78.3106    249.1    9.21063
13643    2521    1.35853    77.8378    248.7    9.1378
13759    2546    1.37014    78.5034    248.6    9.90344
13877    2570    1.36029    77.9387    248.7    9.23869
13994    2595    1.36202    78.0379    249.1    8.93795
14112    2620    1.35853    77.8378    248.8    9.0378
14228    2645    1.3633    78.1113    249.1    9.01134
14342    2669    1.36826    78.3952    248.6    9.79524
14454    2692    1.36202    78.0379    248.9    9.13795
14572    2717    1.36678    78.3106    248.6    9.71063
14688    2741    1.35674    77.7352    248.6    9.13523
14803    2766    1.61351    92.447    249.1    23.347
14920    2761    2.48954    142.64    206.7    115.94
14991    2668    2.9973    171.733    164.9    173.167
15008    2551    3.6129    207.004    142.6    115.596
14955    2447    4.27685    245.045    101.8    36.7548
14854    2400    4.64108    265.914    64.8    21.1144
14742    2392    4.6162    264.489    60.6    23.8885
14628    2381    4.56175    261.369    64.6    16.7692
14516    2364    4.52147    259.061    67    12.0609
14397    2341    4.50665    258.212    68.5    9.71182
14282    2317    4.51159    258.495    68.8    9.69518
14169    2294    4.49086    257.307    69.5    7.80733
14058    2269    4.50361    258.038    69.3    8.73795
13940    2244    4.50012    257.838    69.4    8.4378
13824    2219    4.4919    257.367    69.2    8.16664
13708    2193    4.50837    258.311    69.1    9.21063
13592    2169    4.49372    257.471    69.3    8.17119
13475    2143    4.50807    258.294    68.7    9.59356
13364    2120    4.5013    257.905    68.8    9.10524
13252    2096    4.5013    257.905    69.8    8.10524
13140    2072    4.49945    257.8    69    8.79953
13029    2048    4.50188    257.939    69.3    8.63869
12912    2023    4.49833    257.735    68.9    8.83523
12797    1998    4.50665    258.212    69.3    8.91182
12682    1974    4.50837    258.311    68.9    9.41063
12566    1950    4.50361    258.038    68.6    9.43795
12448    1925    4.49372    257.471    69.3    8.17119
12331    1899    4.51174    258.503    69.1    9.40344
12213    1875    4.50361    258.038    68.4    9.63795
12095    1850    4.50361    258.038    68.8    9.23795
11977    1825    4.50985    258.395    69.3    9.09524
11865    1802    4.5013    257.905    68.5    9.40524
11753    1778    4.50985    258.395    68.8    9.59524
11641    1755    4.5013    257.905    69    8.90524
11529    1731    4.50985    258.395    68.9    9.49524
11417    1708    4.50627    258.19    68.6    9.59012
11307    1685    4.50361    258.038    68.7    9.33795
11189    1660    4.50361    258.038    68.8    9.23795
11071    1635    4.50361    258.038    68.8    9.23795
10953    1610    4.50837    258.311    68.9    9.41063
10837    1586    4.50361    258.038    68.8    9.23795
10719    1561    4.50188    257.939    68.9    9.03869
10602    1536    4.50188    257.939    69    8.93869
10485    1511    4.50837    258.311    68.8    9.51063
10369    1487    4.51007    258.408    68.7    9.70782
10252    1463    4.49757    257.692    69.2    8.49198
10142    1439    4.50489    258.111    68.7    9.41134
10028    1415    4.49833    257.735    68.8    8.93523
9913    1390    4.50665    258.212    69.2    9.01182
9798    1366    4.50311    258.009    68.6    9.40917
9685    1342    4.50627    258.19    68.8    9.39012
9575    1319    4.50665    258.212    68.8    9.41182
9460    1295    4.50311    258.009    68.7    9.30917
9347    1271    4.52337    259.17    68.7    10.4699
9232    1249    4.50532    258.136    68.7    9.43561
9113    1224    4.49945    257.8    68.9    8.89953
9002    1200    4.49945    257.8    69.1    8.69953
8891    1176    4.50361    258.038    69.1    8.93795
8773    1151    4.49372    257.471    69.4    8.07119
8656    1125    4.51007    258.408    68.8    9.60782
8539    1101    4.50489    258.111    68.7    9.41134
8425    1077    4.51499    258.69    68.4    10.2901
8310    1054    4.49833    257.735    68.9    8.83523
8195    1029    4.51007    258.408    68.6    9.80782
8078    1005    4.50532    258.136    68.8    9.33561
7959    980    4.50837    258.311    68.7    9.61063
7843    956    4.50311    258.009    68.6    9.40917
7730    932    4.49945    257.8    68.9    8.89953
7619    908    4.49277    257.417    69.2    8.21704
7507    883    4.50985    258.395    69.5    8.89524
7395    860    4.51843    258.887    68.3    10.587
7283    838    4.51007    258.408    68.6    9.80782
7166    814    4.50188    257.939    68.5    9.43869
7049    789    4.51174    258.503    68.4    10.1034
6931    765    4.51174    258.503    68.6    9.90344
6813    741    4.49945    257.8    69    8.79953
6702    717    4.51159    258.495    68.9    9.59518
6589    694    4.49651    257.631    69.1    8.53094
6475    669    4.50489    258.111    68.9    9.21134
6361    645    4.50665    258.212    69    9.21182
6246    621    4.50188    257.939    68.8    9.13869
6129    596    4.5013    257.905    69.3    8.60524
6017    572    4.49833    257.735    68.6    9.13523
5902    547    4.50837    258.311    68.9    9.41063
5786    523    4.50665    258.212    68.9    9.31182
5671    499    4.50665    258.212    68.8    9.41182
5556    475    4.50012    257.838    69    8.8378
5440    450    4.50837    258.311    68.7    9.61063
5324    426    4.51174    258.503    68.9    9.60344
5206    402    4.50012    257.838    68.7    9.1378
5090    377    4.50012    257.838    68.4    9.4378
4974    352    4.50985    258.395    69.1    9.29524
4862    329    4.50807    258.294    68.4    9.89356
4751    306    4.51673    258.789    68.6    10.1894
4640    284    4.50807    258.294    68.6    9.69356
4529    261    4.49945    257.8    69    8.79953
4418    237    4.49945    257.8    69.2    8.59953
4307    213    4.50807    258.294    69    9.29356
4196    190    4.49945    257.8    69.1    8.69953
4085    166    4.51007    258.408    69.3    9.10782
3968    142    4.51007    258.408    68.5    9.90782
3851    118    4.51174    258.503    68.7    9.80344
3733    94    4.49945    257.8    68.8    8.99953
3622    70    4.50985    258.395    69    9.39524
3510    47    4.5013    257.905    68.7    9.20524
3398    23    4.50985    258.395    69    9.39524
3286    0    4.80144    275.102    68.8    26.3022
3174    10    5.64325    323.334    26.8    116.534
3107    100    5.81954    333.435    355.4    158.035
3056    202    5.85018    335.191    352.7    162.491
3007    308    5.85798    335.638    352.1    163.538
2959    414    5.85374    335.395    351.9    163.495
2910    521    5.85726    335.596    351.6    163.996
2861    629    5.8551    335.472    351.8    163.672
2814    732    5.84656    334.983    351.6    163.383
2765    837    5.85374    335.395    351.8    163.595
2716    944    5.86071    335.794    351.3    164.494
2667    1053    5.8514    335.26    351.4    163.86
2620    1155    5.85873    335.681    351.8    163.881
2573    1259    5.85441    335.433    351.2    164.233
2525    1364    5.85441    335.433    351.4    164.033
2477    1469    5.86675    336.14    351.6    164.54
2431    1573    5.85374    335.395    351.2    164.195
2382    1680    5.86769    336.194    351.2    164.994
2337    1782    5.8615    335.839    351.1    164.739
2289    1889    5.85952    335.726    350.9    164.826
2243    1991    5.85441    335.433    351.6    163.833
2195    2096    5.8551    335.472    351.5    163.972
2148    2199    5.85798    335.638    351.5    164.138
2100    2305    5.85078    335.225    351.4    163.825
2052    2409    5.85798    335.638    351.9    163.738
2004    2515    5.86747    336.181    351.2    164.981
1955    2626    5.85873    335.681    351    164.681
1908    2730    5.8551    335.472    351.3    164.172
1861    2833    5.85873    335.681    351.4    164.281
1814    2937    5.86316    335.934    351.4    164.534
1768    3040    5.8514    335.26    351.5    163.76
1721    3142    5.8514    335.26    351.6    163.66
1674    3244    5.86675    336.14    351.7    164.44
1628    3348    5.84709    335.014    350    165.014
1580    3451    5.83535    334.341    352.3    162.041
1531    3553    5.83805    334.496    352.8    161.696
1479    3662    5.84243    334.747    352.3    162.447
1429    3768    5.85441    335.433    351.8    163.633
1381    3873    5.84334    334.799    351.9    162.899
1333    3975    5.8496    335.158    351.9    163.258
1283    4083    5.85018    335.191    351.7    163.491
1234    4189    5.86584    336.088    351.8    164.288
1187    4295    5.83877    334.537    351.7    162.837
1137    4400    5.85018    335.191    352    163.191
1088    4506    5.8496    335.158    351.9    163.258
1038    4614    5.8384    334.516    352.7    161.816
987    4721    5.83877    334.537    352.3    162.237
937    4826    5.84656    334.983    352.4    162.583
888    4931    5.84243    334.747    352.3    162.447
838    5037    5.84334    334.799    352.5    162.299
790    5139    5.84764    335.045    352    163.045
743    5240    5.83446    334.29    352.4    161.89
691    5348    5.84334    334.799    352.2    162.599
643    5450    5.84201    334.722    352.1    162.622
592    5558    5.82711    333.869    352.8    161.069
540    5664    5.83877    334.537    352.6    161.937
490    5769    5.83103    334.093    352.6    161.493
439    5874    5.83126    334.106    352.3    161.806
389    5977    5.82726    333.877    353.4    160.477
338    6081    5.83126    334.106    352.9    161.206
